Player,Pos,home_team,team,week,year,game_id
Deshaun Watson,QB,0,Browns,10.0,2023,140
Jerome Ford,RB,0,Browns,10.0,2023,140
Amari Cooper,WR,0,Browns,10.0,2023,140
David Njoku,TE,0,Browns,10.0,2023,140
Jordan Akins,TE,0,Browns,10.0,2023,140
Harrison Bryant,TE,0,Browns,10.0,2023,140
Geron Christian,T,0,Browns,10.0,2023,140
James Hudson,T,0,Browns,10.0,2023,140
Joel Bitonio,G,0,Browns,10.0,2023,140
Wyatt Teller,G,0,Browns,10.0,2023,140
Ethan Pocic,C,0,Browns,10.0,2023,140
Myles Garrett,DE,0,Browns,10.0,2023,140
Za'Darius Smith,DE,0,Browns,10.0,2023,140
Dalvin Tomlinson,DT,0,Browns,10.0,2023,140
Jordan Elliott,DT,0,Browns,10.0,2023,140
Jeremiah Owusu-Koramoah,LB,0,Browns,10.0,2023,140
Sione Takitaki,LB,0,Browns,10.0,2023,140
Anthony Walker,LB,0,Browns,10.0,2023,140
Martin Emerson,CB,0,Browns,10.0,2023,140
Denzel Ward,CB,0,Browns,10.0,2023,140
Grant Delpit,S,0,Browns,10.0,2023,140
Juan Thornhill,S,0,Browns,10.0,2023,140
