Player,Pos,home_team,team,week,year,game_id
Gardner Minshew II,QB,0,Colts,10.0,2023,138
Jonathan Taylor,RB,0,Colts,10.0,2023,138
Michael Pittman Jr.,WR,0,Colts,10.0,2023,138
Alec Pierce,WR,0,Colts,10.0,2023,138
Mo Alie-Cox,TE,0,Colts,10.0,2023,138
Kylen Granson,TE,0,Colts,10.0,2023,138
Will Fries,OL,0,Colts,10.0,2023,138
Braden Smith,T,0,Colts,10.0,2023,138
Bernhard Raimann,T,0,Colts,10.0,2023,138
Quenton Nelson,G,0,Colts,10.0,2023,138
Ryan Kelly,C,0,Colts,10.0,2023,138
Samson Ebukam,DE,0,Colts,10.0,2023,138
Kwity Paye,DE,0,Colts,10.0,2023,138
DeForest Buckner,DT,0,Colts,10.0,2023,138
Taven Bryan,DT,0,Colts,10.0,2023,138
Zaire Franklin,LB,0,Colts,10.0,2023,138
Shaquille Leonard,LB,0,Colts,10.0,2023,138
Darrell Baker,CB,0,Colts,10.0,2023,138
Kenny Moore,CB,0,Colts,10.0,2023,138
Jaylon Jones,CB,0,Colts,10.0,2023,138
Julian Blackmon,S,0,Colts,10.0,2023,138
Rodney Thomas II,S,0,Colts,10.0,2023,138
