Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Will Levis,TEN,19,39,199,0,1,4,32,29,53.3,10.0,2023,143
Derrick Henry,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Tyjae Spears,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Kyle Philips,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
DeAndre Hopkins,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Chris Moore,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Josh Whyle,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,10.0,2023,143
Baker Mayfield,TAM,18,29,278,2,1,3,15,43,102.4,10.0,2023,143
Rachaad White,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Chase Edmonds,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Deven Thompkins,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Mike Evans,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Trey Palmer,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Cade Otton,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
Kyle Trask,TAM,0,0,0,0,0,0,0,0,,10.0,2023,143
