Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Browns,1.0,6.32,0.78,6.47,-7.6,-2.49,-5.13,1.38,7.74,-1.1,-4.13,4.19,0.67,-5.85,4.02,10.0,2023,140
Ravens,-1.0,2.49,5.13,-1.38,-7.74,-6.32,-0.78,-6.47,7.6,1.1,-4.19,4.13,5.85,-0.67,-4.02,10.0,2023,140
