#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:32,DET 25,7,3:23,61,Field Goal,0,Lions,10.0,2023,145
2,1,6:54,DET 25,5,2:36,75,Touchdown,0,Lions,10.0,2023,145
3,1,3:45,LAC 33,12,5:36,32,Downs,0,Lions,10.0,2023,145
4,2,12:17,DET 40,9,4:47,60,Touchdown,0,Lions,10.0,2023,145
5,2,3:21,DET 25,1,0:14,75,Touchdown,0,Lions,10.0,2023,145
6,2,0:23,DET 25,1,0:23,5,End of Half,0,Lions,10.0,2023,145
7,3,15:00,DET 25,8,2:33,38,Punt,0,Lions,10.0,2023,145
8,3,7:59,DET 25,7,3:28,75,Touchdown,0,Lions,10.0,2023,145
9,4,11:30,DET 25,7,4:00,75,Touchdown,0,Lions,10.0,2023,145
10,4,3:34,DET 25,9,3:34,53,Field Goal,0,Lions,10.0,2023,145
