Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Devin Singletary,HOU,30,150,1,7,117,3.9,33,1.1,0,,10.0,2023,139
C.J. Stroud,HOU,2,8,1,1,8,4.0,0,0.0,0,,10.0,2023,139
Tank Dell,HOU,1,13,0,1,13,13.0,0,0.0,0,,10.0,2023,139
Xavier Hutchinson,HOU,1,17,0,1,16,16.0,1,1.0,0,,10.0,2023,139
Joe Mixon,CIN,11,46,1,4,19,1.7,27,2.5,3,3.7,10.0,2023,139
Joe Burrow,CIN,5,20,0,1,14,2.8,6,1.2,0,,10.0,2023,139
