Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Saquon Barkley,NYG,13,66,0,5.0,50,3.8,16,1.2,0,,10.0,2023,147
Tommy DeVito,NYG,7,41,0,1.0,39,5.6,2,0.3,1,7.0,10.0,2023,147
Matt Breida,NYG,1,3,0,,3,3.0,0,0.0,0,,10.0,2023,147
Jashaun Corbin,NYG,1,1,0,1.0,1,1.0,0,0.0,0,,10.0,2023,147
Wan'Dale Robinson,NYG,1,0,0,,0,0.0,0,0.0,1,1.0,10.0,2023,147
Tony Pollard,DAL,15,55,0,3.0,34,2.3,21,1.4,2,7.5,10.0,2023,147
Rico Dowdle,DAL,12,79,1,5.0,49,4.1,30,2.5,1,12.0,10.0,2023,147
Dak Prescott,DAL,2,17,1,2.0,17,8.5,0,0.0,0,,10.0,2023,147
Cooper Rush,DAL,2,5,0,1.0,2,1.0,3,1.5,0,,10.0,2023,147
CeeDee Lamb,DAL,1,14,1,1.0,14,14.0,0,0.0,0,,10.0,2023,147
Deuce Vaughn,DAL,1,-2,0,,-2,-2.0,0,0.0,0,,10.0,2023,147
