Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Russell Wilson,DEN,9,30,0,10,10.0,2023,150
Javonte Williams,DEN,21,79,0,11,10.0,2023,150
Samaje Perine,DEN,1,8,0,8,10.0,2023,150
Jaleel McLaughlin,DEN,6,8,0,5,10.0,2023,150
Courtland Sutton,DEN,0,0,0,0,10.0,2023,150
Jerry Jeudy,DEN,0,0,0,0,10.0,2023,150
Adam Trautman,DEN,0,0,0,0,10.0,2023,150
Lil'Jordan Humphrey,DEN,0,0,0,0,10.0,2023,150
Chris Manhertz,DEN,0,0,0,0,10.0,2023,150
Lucas Krull,DEN,0,0,0,0,10.0,2023,150
Marvin Mims,DEN,1,-3,0,-3,10.0,2023,150
Josh Allen,BUF,4,13,1,6,10.0,2023,150
James Cook,BUF,12,109,0,42,10.0,2023,150
Latavius Murray,BUF,9,68,1,21,10.0,2023,150
Ty Johnson,BUF,1,2,0,2,10.0,2023,150
Gabriel Davis,BUF,0,0,0,0,10.0,2023,150
Dalton Kincaid,BUF,0,0,0,0,10.0,2023,150
Stefon Diggs,BUF,0,0,0,0,10.0,2023,150
Khalil Shakir,BUF,0,0,0,0,10.0,2023,150
Deonte Harty,BUF,0,0,0,0,10.0,2023,150
