Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Chuba Hubbard,CAR,9,23,0,1.0,7,0.8,16,1.8,0,,10.0,2023,137
Bryce Young,CAR,3,18,0,3.0,9,3.0,9,3.0,0,,10.0,2023,137
Raheem Blackshear,CAR,2,7,0,,4,2.0,3,1.5,0,,10.0,2023,137
Miles Sanders,CAR,2,-5,0,0.0,-5,-2.5,0,0.0,0,,10.0,2023,137
D'Onta Foreman,CHI,21,80,1,6.0,41,2.0,39,1.9,0,,10.0,2023,137
Tyson Bagent,CHI,6,12,0,1.0,8,1.3,4,0.7,0,,10.0,2023,137
Roschon Johnson,CHI,5,18,0,1.0,11,2.2,7,1.4,0,,10.0,2023,137
Darrynton Evans,CHI,2,5,0,,5,2.5,0,0.0,0,,10.0,2023,137
Cole Kmet,CHI,1,1,0,1.0,1,1.0,0,0.0,0,,10.0,2023,137
D.J. Moore,CHI,1,1,0,0.0,1,1.0,0,0.0,0,,10.0,2023,137
Tyler Scott,CHI,1,16,0,1.0,10,10.0,6,6.0,0,,10.0,2023,137
