Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Deshaun Watson,CLE,0,0,0,0,0,10.0,2023,140
P.J. Walker,CLE,0,0,0,0,0,10.0,2023,140
Jerome Ford,CLE,1,1,2,0,2,10.0,2023,140
Kareem Hunt,CLE,0,0,0,0,0,10.0,2023,140
Harrison Bryant,CLE,1,1,3,0,3,10.0,2023,140
Amari Cooper,CLE,9,6,98,0,28,10.0,2023,140
David Njoku,CLE,9,6,58,0,23,10.0,2023,140
Elijah Moore,CLE,7,5,44,1,19,10.0,2023,140
Jordan Akins,CLE,1,1,8,0,8,10.0,2023,140
James Proche,CLE,1,0,0,0,0,10.0,2023,140
Cedric Tillman,CLE,3,0,0,0,0,10.0,2023,140
Lamar Jackson,BAL,0,0,0,0,0,10.0,2023,140
Keaton Mitchell,BAL,2,1,32,0,32,10.0,2023,140
Gus Edwards,BAL,1,1,4,0,4,10.0,2023,140
Justice Hill,BAL,0,0,0,0,0,10.0,2023,140
Zay Flowers,BAL,6,5,73,0,18,10.0,2023,140
Mark Andrews,BAL,4,2,44,0,36,10.0,2023,140
Odell Beckham Jr.,BAL,2,1,40,1,40,10.0,2023,140
Rashod Bateman,BAL,4,2,25,0,18,10.0,2023,140
Isaiah Likely,BAL,1,1,5,0,5,10.0,2023,140
Nelson Agholor,BAL,2,0,0,0,0,10.0,2023,140
Patrick Ricard,BAL,1,0,0,0,0,10.0,2023,140
