Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Denzel Perryman,HOU,0,7,6,85.7%,90.0,15.0,12.9,0.0,118.7,6.6,22.0,68.0,2,0,0,0.0,0,5,2,28.6%,10.0,2023,139
Tavierre Thomas,HOU,0,8,5,62.5%,30.0,6.0,3.8,0.0,69.8,5.6,14.0,16.0,2,0,0,0.0,0,8,1,11.1%,10.0,2023,139
DeAndre Houston-Carson,HOU,1,5,4,80.0%,60.0,15.0,12.0,0.0,77.1,11.4,53.0,7.0,0,0,0,0.0,0,7,1,12.5%,10.0,2023,139
Blake Cashman,HOU,0,3,3,100.0%,14.0,4.7,4.7,0.0,86.1,-0.3,-1.0,15.0,4,1,0,0.0,1,6,0,0.0%,10.0,2023,139
Steven Nelson,HOU,0,3,2,66.7%,20.0,10.0,6.7,0.0,85.4,6.3,12.0,8.0,0,0,0,0.0,0,4,0,0.0%,10.0,2023,139
Shaquill Griffin,HOU,1,3,2,66.7%,29.0,14.5,9.7,0.0,58.3,16.0,20.0,9.0,0,0,0,0.0,0,5,0,0.0%,10.0,2023,139
Christian Harris,HOU,0,4,2,50.0%,5.0,2.5,1.3,0.0,56.2,1.5,-5.0,10.0,1,0,0,0.0,0,5,0,0.0%,10.0,2023,139
Derek Stingley Jr.,HOU,0,3,2,66.7%,35.0,17.5,11.7,1.0,145.8,20.0,28.0,7.0,0,0,0,0.0,0,0,1,100.0%,10.0,2023,139
Jalen Pitre,HOU,0,3,1,33.3%,64.0,64.0,21.3,1.0,121.5,22.7,41.0,23.0,1,0,0,0.0,0,0,2,100.0%,10.0,2023,139
Sheldon Rankins,HOU,0,0,0,,,,,,,,,,0,2,0,3.0,5,5,1,16.7%,10.0,2023,139
Will Anderson,HOU,0,0,0,,,,,,,,,,0,1,2,0.0,3,1,0,0.0%,10.0,2023,139
Jonathan Greenard,HOU,0,0,0,,,,,,,,,,0,2,0,1.0,3,3,0,0.0%,10.0,2023,139
Maliek Collins,HOU,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,1,20.0%,10.0,2023,139
Dylan Horton,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,10.0,2023,139
Jerry Hughes,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,10.0,2023,139
Myjai Sanders,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,10.0,2023,139
Chidobe Awuzie,CIN,0,8,5,62.5%,81.0,16.2,10.1,1.0,135.9,13.0,59.0,22.0,1,0,0,0.0,0,8,0,0.0%,10.0,2023,139
Cam Taylor-Britt,CIN,1,7,4,57.1%,65.0,16.3,9.3,0.0,48.8,11.9,60.0,5.0,0,0,0,0.0,0,9,0,0.0%,10.0,2023,139
Daxton Hill,CIN,0,6,3,50.0%,77.0,25.7,12.8,0.0,95.8,20.7,66.0,11.0,3,1,0,0.0,1,7,0,0.0%,10.0,2023,139
Mike Hilton,CIN,0,3,3,100.0%,41.0,13.7,13.7,0.0,118.7,12.0,36.0,5.0,3,0,0,0.0,0,8,1,11.1%,10.0,2023,139
Jordan Battle,CIN,0,3,3,100.0%,44.0,14.7,14.7,0.0,118.7,7.3,22.0,22.0,0,0,0,0.0,0,3,0,0.0%,10.0,2023,139
Nick Scott,CIN,0,4,2,50.0%,29.0,14.5,7.3,0.0,74.0,4.8,13.0,16.0,1,0,0,0.0,0,3,0,0.0%,10.0,2023,139
Logan Wilson,CIN,0,3,1,33.3%,4.0,4.0,1.3,0.0,42.4,9.3,4.0,0.0,5,0,0,0.5,1,5,0,0.0%,10.0,2023,139
Germaine Pratt,CIN,0,2,1,50.0%,6.0,6.0,3.0,0.0,56.2,3.0,5.0,1.0,2,0,0,0.0,0,8,1,11.1%,10.0,2023,139
DJ Turner,CIN,0,3,1,33.3%,9.0,9.0,3.0,0.0,42.4,14.7,9.0,0.0,0,0,0,0.0,0,3,0,0.0%,10.0,2023,139
Trey Hendrickson,CIN,0,0,0,,,,,,,,,,1,2,1,0.5,4,4,0,0.0%,10.0,2023,139
D.J. Reader,CIN,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%,10.0,2023,139
Myles Murphy,CIN,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,0,0.0%,10.0,2023,139
Cameron Sample,CIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%,10.0,2023,139
B.J. Hill,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%,10.0,2023,139
Jay Tufele,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,10.0,2023,139
