Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Deshaun Watson,CLE,20,34,213,1,1,4,18,28,74.8,10.0,2023,140
P.J. Walker,CLE,0,1,0,0,0,0,0,0,39.6,10.0,2023,140
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
David Njoku,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
James Proche,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,10.0,2023,140
Lamar Jackson,BAL,13,23,223,1,2,3,23,40,67.8,10.0,2023,140
Keaton Mitchell,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Justice Hill,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Odell Beckham Jr.,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,10.0,2023,140
