Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Jaguars,-31.0,-18.16,-14.35,-1.79,-15.23,-15.13,-12.68,-2.45,0.0,3.53,-1.02,3.4,3.32,-1.28,-0.89,10.0,2023,142
49ers,31.0,15.13,12.68,2.45,0.0,18.16,14.35,1.79,15.23,-3.53,-3.4,1.02,1.28,-3.32,0.89,10.0,2023,142
