Player,Pos,home_team,team,week,year,game_id
Jared Goff,QB,0,Lions,10.0,2023,145
David Montgomery,RB,0,Lions,10.0,2023,145
Jameson Williams,WR,0,Lions,10.0,2023,145
Amon-Ra St. Brown,WR,0,Lions,10.0,2023,145
Josh Reynolds,WR,0,Lions,10.0,2023,145
Sam LaPorta,TE,0,Lions,10.0,2023,145
Graham Glasgow,OL,0,Lions,10.0,2023,145
Penei Sewell,T,0,Lions,10.0,2023,145
Taylor Decker,T,0,Lions,10.0,2023,145
Jonah Jackson,G,0,Lions,10.0,2023,145
Frank Ragnow,C,0,Lions,10.0,2023,145
Benito Jones,DL,0,Lions,10.0,2023,145
Alim McNeill,DL,0,Lions,10.0,2023,145
Aidan Hutchinson,DL,0,Lions,10.0,2023,145
John Cominsky,DL,0,Lions,10.0,2023,145
Alex Anzalone,LB,0,Lions,10.0,2023,145
Jack Campbell,LB,0,Lions,10.0,2023,145
Derrick Barnes,LB,0,Lions,10.0,2023,145
Jerry Jacobs,CB,0,Lions,10.0,2023,145
Cameron Sutton,CB,0,Lions,10.0,2023,145
Brian Branch,DB,0,Lions,10.0,2023,145
Kerby Joseph,S,0,Lions,10.0,2023,145
