Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
C.J. Stroud,HOU,2,2,10.0,2023,139
Devin Singletary,HOU,0,0,10.0,2023,139
Xavier Hutchinson,HOU,0,0,10.0,2023,139
Tank Dell,HOU,0,0,10.0,2023,139
Noah Brown,HOU,0,0,10.0,2023,139
Dalton Schultz,HOU,0,0,10.0,2023,139
John Metchie,HOU,0,0,10.0,2023,139
Robert Woods,HOU,0,0,10.0,2023,139
Mike Boone,HOU,0,0,10.0,2023,139
Joe Burrow,CIN,1,0,10.0,2023,139
Joe Mixon,CIN,0,0,10.0,2023,139
Ja'Marr Chase,CIN,0,0,10.0,2023,139
Tyler Boyd,CIN,0,0,10.0,2023,139
Trenton Irwin,CIN,0,0,10.0,2023,139
Tanner Hudson,CIN,0,0,10.0,2023,139
Drew Sample,CIN,0,0,10.0,2023,139
Irv Smith Jr.,CIN,0,0,10.0,2023,139
Trayveon Williams,CIN,0,0,10.0,2023,139
Andrei Iosivas,CIN,0,0,10.0,2023,139
Mitchell Wilcox,CIN,0,0,10.0,2023,139
