Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Taylor Heinicke,ATL,0,0,0,0,0,10.0,2023,146
Desmond Ridder,ATL,0,0,0,0,0,10.0,2023,146
Bijan Robinson,ATL,2,1,11,0,11,10.0,2023,146
Tyler Allgeier,ATL,1,1,7,0,7,10.0,2023,146
Cordarrelle Patterson,ATL,2,2,7,0,5,10.0,2023,146
Drake London,ATL,4,3,36,0,18,10.0,2023,146
Kyle Pitts,ATL,5,3,30,0,17,10.0,2023,146
Scott Miller,ATL,1,1,2,1,2,10.0,2023,146
Jonnu Smith,ATL,3,1,1,0,1,10.0,2023,146
Van Jefferson,ATL,1,0,0,0,0,10.0,2023,146
Kyler Murray,ARI,0,0,0,0,0,10.0,2023,146
James Conner,ARI,0,0,0,0,0,10.0,2023,146
Tony Jones,ARI,0,0,0,0,0,10.0,2023,146
Keaontay Ingram,ARI,0,0,0,0,0,10.0,2023,146
Clayton Tune,ARI,0,0,0,0,0,10.0,2023,146
Trey McBride,ARI,9,8,131,0,33,10.0,2023,146
Rondale Moore,ARI,8,5,43,0,12,10.0,2023,146
Michael Wilson,ARI,6,3,34,0,16,10.0,2023,146
Marquise Brown,ARI,4,1,28,0,28,10.0,2023,146
Geoff Swaim,ARI,2,2,13,0,7,10.0,2023,146
Zach Pascal,ARI,1,0,0,0,0,10.0,2023,146
Elijah Higgins,ARI,1,0,0,0,0,10.0,2023,146
