Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Garrett Wilson,NYJ,14,9,93,0,5.0,47,5.2,46,5.1,8.8,1,9.0,1,7.1,0,83.3,10.0,2023,149
Tyler Conklin,NYJ,7,7,70,0,2.0,47,6.7,23,3.3,6.7,0,,0,0.0,0,108.3,10.0,2023,149
Breece Hall,NYJ,3,3,47,0,2.0,-8,-2.7,55,18.3,-2.7,0,,0,0.0,0,118.7,10.0,2023,149
Xavier Gipson,NYJ,3,1,24,0,1.0,14,14.0,10,10.0,19.3,0,,1,33.3,0,63.2,10.0,2023,149
Allen Lazard,NYJ,5,1,17,0,1.0,13,13.0,4,4.0,11.6,0,,0,0.0,1,1.7,10.0,2023,149
Malik Taylor,NYJ,2,1,6,0,,-1,-1.0,7,7.0,21.5,0,,0,0.0,0,56.2,10.0,2023,149
C.J. Uzomah,NYJ,1,1,6,0,,2,2.0,4,4.0,2.0,1,1.0,0,0.0,0,91.7,10.0,2023,149
Michael Carter,NYJ,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6,10.0,2023,149
Dalvin Cook,NYJ,1,0,0,0,0.0,0,,0,,3.0,0,,0,0.0,0,39.6,10.0,2023,149
Davante Adams,LVR,13,6,86,0,3.0,49,8.2,37,6.2,13.5,1,6.0,0,0.0,1,36.1,10.0,2023,149
Michael Mayer,LVR,5,3,19,1,2.0,16,5.3,3,1.0,3.0,0,,1,20.0,0,107.5,10.0,2023,149
Josh Jacobs,LVR,2,2,11,0,1.0,-5,-2.5,16,8.0,-2.5,0,,0,0.0,0,89.6,10.0,2023,149
Jakobi Meyers,LVR,2,2,21,0,1.0,11,5.5,10,5.0,5.5,3,0.7,0,0.0,0,110.4,10.0,2023,149
Ameer Abdullah,LVR,1,1,4,0,,-3,-3.0,7,7.0,-3.0,0,,0,0.0,0,83.3,10.0,2023,149
Austin Hooper,LVR,1,1,7,0,,5,5.0,2,2.0,5.0,0,,0,0.0,0,95.8,10.0,2023,149
Hunter Renfrow,LVR,1,1,5,0,,-3,-3.0,8,8.0,-3.0,0,,0,0.0,0,87.5,10.0,2023,149
