Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Bijan Robinson,ATL,22,95,1,6.0,52,2.4,43,2.0,1,22.0,10.0,2023,146
Tyler Allgeier,ATL,9,31,0,1.0,14,1.6,17,1.9,1,9.0,10.0,2023,146
Taylor Heinicke,ATL,4,34,0,1.0,32,8.0,2,0.5,0,,10.0,2023,146
Cordarrelle Patterson,ATL,3,13,0,1.0,6,2.0,7,2.3,0,,10.0,2023,146
Desmond Ridder,ATL,3,11,1,2.0,11,3.7,0,0.0,0,,10.0,2023,146
James Conner,ARI,16,73,0,5.0,30,1.9,43,2.7,5,3.2,10.0,2023,146
Kyler Murray,ARI,6,33,1,2.0,31,5.2,2,0.3,0,,10.0,2023,146
Keaontay Ingram,ARI,2,2,0,,1,0.5,1,0.5,0,,10.0,2023,146
Tony Jones,ARI,1,13,0,,5,5.0,8,8.0,1,1.0,10.0,2023,146
Clayton Tune,ARI,1,1,1,1.0,0,0.0,1,1.0,0,,10.0,2023,146
