#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:55,ATL 38,3,1:19,6,Punt,0,Falcons,10.0,2023,146
2,1,4:48,ATL 25,12,6:21,75,Touchdown,0,Falcons,10.0,2023,146
3,2,10:32,ATL 25,13,6:25,75,Touchdown,0,Falcons,10.0,2023,146
4,2,0:10,ATL 25,1,0:10,-1,End of Half,0,Falcons,10.0,2023,146
5,3,15:00,ATL 25,3,0:55,4,Punt,0,Falcons,10.0,2023,146
6,3,9:16,ATL 25,4,2:30,3,Punt,0,Falcons,10.0,2023,146
7,3,6:35,ARI 14,4,1:17,-3,Field Goal,0,Falcons,10.0,2023,146
8,3,3:13,ATL 16,3,2:05,-6,Punt,0,Falcons,10.0,2023,146
9,3,0:19,ATL 25,15,7:30,54,Downs,0,Falcons,10.0,2023,146
10,4,5:43,ATL 26,8,3:10,74,Touchdown,0,Falcons,10.0,2023,146
