Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
DeAndre Houston-Carson,HOU,1,13,0,13,1,0.0,7,7,0,0,0,0,0,0,0,10.0,2023,139
Shaquill Griffin,HOU,1,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0,10.0,2023,139
Sheldon Rankins,HOU,0,0,0,0,0,3.0,5,5,0,2,4,0,0,0,1,10.0,2023,139
Jonathan Greenard,HOU,0,0,0,0,0,1.0,3,3,0,2,1,0,0,0,0,10.0,2023,139
Tavierre Thomas,HOU,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,10.0,2023,139
Blake Cashman,HOU,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,10.0,2023,139
Christian Harris,HOU,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,10.0,2023,139
Denzel Perryman,HOU,0,0,0,0,0,0.0,5,4,1,2,0,0,0,0,0,10.0,2023,139
Maliek Collins,HOU,0,0,0,0,0,0.0,4,2,2,0,1,0,0,0,0,10.0,2023,139
Steven Nelson,HOU,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,10.0,2023,139
Kurt Hinish,HOU,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,10.0,2023,139
Dare Ogunbowale,HOU,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,10.0,2023,139
Will Anderson,HOU,0,0,0,0,0,0.0,1,0,1,0,2,0,0,0,0,10.0,2023,139
Khalil Davis,HOU,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,10.0,2023,139
Dylan Horton,HOU,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,10.0,2023,139
Cam Taylor-Britt,CIN,1,30,0,30,2,0.0,9,7,2,0,0,0,0,0,0,10.0,2023,139
Logan Wilson,CIN,0,0,0,0,1,0.5,5,2,3,0,1,0,0,0,1,10.0,2023,139
Trey Hendrickson,CIN,0,0,0,0,0,0.5,4,2,2,0,1,0,0,0,0,10.0,2023,139
Chidobe Awuzie,CIN,0,0,0,0,1,0.0,8,5,3,0,0,0,0,0,0,10.0,2023,139
Mike Hilton,CIN,0,0,0,0,0,0.0,8,6,2,0,0,1,0,0,0,10.0,2023,139
Germaine Pratt,CIN,0,0,0,0,0,0.0,8,4,4,1,0,0,0,0,0,10.0,2023,139
Daxton Hill,CIN,0,0,0,0,2,0.0,7,4,3,0,0,0,0,0,0,10.0,2023,139
Cameron Sample,CIN,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,10.0,2023,139
Jordan Battle,CIN,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,10.0,2023,139
B.J. Hill,CIN,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,10.0,2023,139
Nick Scott,CIN,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,10.0,2023,139
DJ Turner,CIN,0,0,0,0,1,0.0,3,1,2,0,0,0,0,0,0,10.0,2023,139
D.J. Reader,CIN,0,0,0,0,0,0.0,2,2,0,0,1,1,0,0,0,10.0,2023,139
Markus Bailey,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,10.0,2023,139
Zachary Carter,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,10.0,2023,139
Chris Evans,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,10.0,2023,139
Shedrick Jackson,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,10.0,2023,139
Myles Murphy,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,10.0,2023,139
Jay Tufele,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,10.0,2023,139
Orlando Brown Jr.,CIN,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,10.0,2023,139
