Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Vikings,10.0,10.78,13.55,-2.44,0.68,0.04,0.76,-1.64,3.33,-4.27,-4.05,2.44,2.61,-2.42,-2.85,10.0,2023,144
Saints,-10.0,-0.04,-0.76,1.64,-3.33,-10.78,-13.55,2.44,-0.68,4.27,-2.44,4.05,2.42,-2.61,2.85,10.0,2023,144
