Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA,week,year,game_id
2.0,15:00,3.0,4.0,DEN 38,3.0,0.0,Russell Wilson scrambles up the middle for 10 yards (tackle by Terrel Bernard),0.63,2.13,10.0,2023,150
2.0,14:29,1.0,10.0,DEN 48,3.0,0.0,Russell Wilson pass incomplete short right (no play),2.13,1.8,10.0,2023,150
2.0,14:19,1.0,15.0,DEN 43,3.0,0.0,Javonte Williams left end for 2 yards (tackle by Ed Oliver and Gregory Rousseau),1.8,1.18,10.0,2023,150
2.0,13:41,2.0,13.0,DEN 45,3.0,0.0,Russell Wilson pass incomplete deep right intended for Courtland Sutton,1.18,0.5,10.0,2023,150
2.0,13:33,3.0,13.0,DEN 45,3.0,0.0,Russell Wilson pass complete short left to Adam Trautman for 9 yards (tackle by Jordan Poyer),0.5,0.2,10.0,2023,150
2.0,12:51,4.0,4.0,BUF 46,3.0,0.0,"Riley Dixon punts 46 yards, touchback.",0.2,-0.28,10.0,2023,150
2.0,12:47,1.0,10.0,BUF 20,3.0,0.0,Latavius Murray left guard for 6 yards (tackle by D.J. Jones and Alex Singleton),0.28,0.54,10.0,2023,150
2.0,12:12,2.0,4.0,BUF 26,3.0,0.0,Josh Allen pass complete short left to Latavius Murray for -1 yards (tackle by D.J. Jones),0.54,-0.3,10.0,2023,150
2.0,11:26,3.0,5.0,BUF 25,3.0,0.0,Josh Allen pass incomplete short middle intended for Dalton Kincaid,-0.3,-1.7,10.0,2023,150
2.0,11:22,4.0,5.0,BUF 25,3.0,0.0,"Sam Martin punts 44 yards, returned by Marvin Mims for 17 yards (tackle by Reid Ferguson)",-1.7,-2.13,10.0,2023,150
2.0,11:10,1.0,10.0,DEN 48,3.0,0.0,Javonte Williams left guard for 5 yards (tackle by Ed Oliver),2.13,2.26,10.0,2023,150
2.0,10:34,2.0,5.0,BUF 47,3.0,0.0,"Russell Wilson pass complete short left to Courtland Sutton for 6 yards (tackle by Rasul Douglas). Penalty on Dorian Williams: Unnecessary Roughness / Defense, 15 yards (accepted)",2.26,3.84,10.0,2023,150
2.0,10:16,1.0,10.0,BUF 26,3.0,0.0,Russell Wilson pass complete short right to Jerry Jeudy for 11 yards (tackle by Jordan Poyer),3.84,4.58,10.0,2023,150
2.0,9:34,1.0,10.0,BUF 15,3.0,0.0,Javonte Williams right guard for 3 yards (tackle by Tyrel Dodson and Jordan Poyer),4.58,4.45,10.0,2023,150
2.0,8:59,2.0,7.0,BUF 12,3.0,0.0,Javonte Williams up the middle for 1 yard (tackle by Tyrel Dodson and Ed Oliver),4.45,3.78,10.0,2023,150
2.0,8:14,3.0,6.0,BUF 11,3.0,0.0,Russell Wilson pass complete short right to Courtland Sutton for 4 yards (tackle by Terrel Bernard),3.78,3.0,10.0,2023,150
2.0,7:23,,,,,,Timeout #1 by Denver Broncos,,,10.0,2023,150
2.0,7:23,4.0,2.0,BUF 7,9.0,0.0,"Russell Wilson pass incomplete short left intended for Courtland Sutton Replay Assistant challenged the pass completion ruling, and the original play was overturned. Russell Wilson pass complete short left to Courtland Sutton for 7 yards, touchdown",3.0,7.0,10.0,2023,150
2.0,7:17,,,BUF 15,9.0,0.0,Wil Lutz kicks extra point no good,0.0,-1.0,10.0,2023,150
2.0,7:17,,,DEN 35,9.0,0.0,"Wil Lutz kicks off 65 yards, returned by Khalil Shakir for 19 yards (tackle by Dwayne Washington and Justin Strnad)",0.0,0.15,10.0,2023,150
2.0,7:10,1.0,10.0,BUF 19,9.0,0.0,Josh Allen pass complete short left to James Cook for 8 yards (tackle by Alex Singleton),0.15,0.75,10.0,2023,150
2.0,6:41,2.0,2.0,BUF 27,9.0,0.0,James Cook right guard for 13 yards (tackle by Justin Simmons),0.75,1.6,10.0,2023,150
2.0,6:16,1.0,10.0,BUF 40,9.0,0.0,James Cook up the middle for 5 yards (tackle by Delarrin Turner-Yell),1.6,1.73,10.0,2023,150
2.0,5:56,2.0,5.0,BUF 45,9.0,0.0,James Cook right tackle for 3 yards (tackle by Josey Jewell and Delarrin Turner-Yell),1.73,1.42,10.0,2023,150
2.0,5:24,3.0,2.0,BUF 48,9.0,0.0,Latavius Murray left guard for 2 yards (tackle by Zach Allen),1.42,2.26,10.0,2023,150
2.0,4:50,1.0,10.0,BUF 50,9.0,0.0,Josh Allen pass complete short left to Stefon Diggs for 14 yards (tackle by Josey Jewell and Delarrin Turner-Yell),2.26,3.18,10.0,2023,150
2.0,4:19,1.0,10.0,DEN 36,9.0,0.0,Latavius Murray right end for 14 yards (tackle by Justin Simmons and Nik Bonitto),3.18,4.11,10.0,2023,150
2.0,3:41,1.0,10.0,DEN 22,9.0,6.0,"Josh Allen pass complete deep right to Dalton Kincaid for 22 yards, touchdown",4.11,7.0,10.0,2023,150
2.0,3:36,,,DEN 15,9.0,6.0,"Tyler Bass kicks extra point good. Penalty on Mike Purcell: Defensive Offside, 1 yard (accepted) (no play)",0.0,1.0,10.0,2023,150
2.0,3:36,,,DEN 2,9.0,8.0,Two Point Attempt: Josh Allen pass complete to to Gabriel Davis for no gain,1.0,1.0,10.0,2023,150
2.0,3:36,,,BUF 35,9.0,8.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,150
2.0,3:36,1.0,10.0,DEN 25,9.0,8.0,Russell Wilson pass complete deep right to Courtland Sutton for 30 yards (tackle by Rasul Douglas),0.61,2.59,10.0,2023,150
2.0,2:54,1.0,10.0,BUF 45,9.0,8.0,Javonte Williams right guard for 4 yards (tackle by Rasul Douglas),2.59,2.58,10.0,2023,150
2.0,2:17,2.0,6.0,BUF 41,9.0,8.0,Javonte Williams right guard for 5 yards (tackle by Von Miller),2.58,2.54,10.0,2023,150
2.0,2:00,3.0,1.0,BUF 36,9.0,8.0,Russell Wilson right guard for 2 yards (tackle by Gregory Rousseau),2.54,3.31,10.0,2023,150
2.0,1:22,1.0,10.0,BUF 34,9.0,8.0,Jaleel McLaughlin right guard for no gain (tackle by Jordan Poyer and A.J. Epenesa),3.31,2.77,10.0,2023,150
2.0,1:15,,,,,,Timeout #1 by Buffalo Bills,,,10.0,2023,150
2.0,1:15,2.0,10.0,BUF 34,9.0,8.0,"Russell Wilson scrambles up the middle for no gain. Penalty on Lloyd Cushenberry: Offensive Holding, 10 yards (accepted) (no play)",2.77,1.42,10.0,2023,150
2.0,1:07,2.0,20.0,BUF 44,9.0,8.0,Javonte Williams up the middle for 4 yards (tackle by Jordan Phillips),1.42,1.29,10.0,2023,150
2.0,1:01,,,,,,Timeout #2 by Buffalo Bills,,,10.0,2023,150
2.0,1:01,3.0,16.0,BUF 40,9.0,8.0,Russell Wilson scrambles right tackle for 10 yards (tackle by Dane Jackson),1.29,1.43,10.0,2023,150
2.0,0:49,,,,,,Timeout #3 by Buffalo Bills,,,10.0,2023,150
2.0,0:49,4.0,6.0,BUF 30,12.0,8.0,Wil Lutz 49 yard field goal good,1.43,3.0,10.0,2023,150
2.0,0:45,,,DEN 35,12.0,8.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,150
2.0,0:45,1.0,10.0,BUF 25,12.0,8.0,Josh Allen pass short left intended for Deonte Harty is intercepted by Fabian Moreau at BUF-40 and returned for 9 yards (tackle by James Cook),0.61,-3.51,10.0,2023,150
2.0,0:37,1.0,10.0,BUF 31,12.0,8.0,Russell Wilson pass complete short right to Jaleel McLaughlin for 3 yards (tackle by Cameron Lewis and Jordan Poyer),3.51,3.37,10.0,2023,150
2.0,0:30,,,,,,Timeout #2 by Denver Broncos,,,10.0,2023,150
2.0,0:30,2.0,7.0,BUF 28,12.0,8.0,Russell Wilson pass complete short left to Jaleel McLaughlin for 1 yard (tackle by Taron Johnson and Dorian Williams),3.37,2.81,10.0,2023,150
2.0,0:20,,,,,,Timeout #3 by Denver Broncos,,,10.0,2023,150
2.0,0:20,3.0,6.0,BUF 27,12.0,8.0,Russell Wilson pass complete short middle to Jerry Jeudy for 5 yards (tackle by Terrel Bernard),2.81,2.14,10.0,2023,150
2.0,0:04,4.0,1.0,BUF 22,15.0,8.0,Wil Lutz 40 yard field goal good,2.14,3.0,10.0,2023,150
3.0,15:00,,,BUF 35,15.0,8.0,"Tyler Bass kicks off 59 yards,",0.0,0.61,10.0,2023,150
3.0,15:00,1.0,10.0,DEN 25,15.0,8.0,Javonte Williams right tackle for no gain (tackle by Gregory Rousseau),0.61,0.06,10.0,2023,150
3.0,14:17,2.0,10.0,DEN 25,15.0,8.0,"Russell Wilson scrambles right end for no gain (tackle by Jordan Poyer). Penalty on Javonte Williams: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,10.0,2023,150
3.0,13:56,2.0,20.0,DEN 15,15.0,8.0,Javonte Williams right tackle for 8 yards (tackle by Taylor Rapp),-1.43,-0.89,10.0,2023,150
3.0,13:13,3.0,12.0,DEN 23,15.0,8.0,"Penalty on Lloyd Cushenberry: False Start, 5 yards (accepted) (no play)",-0.89,-1.72,10.0,2023,150
3.0,12:52,3.0,17.0,DEN 18,15.0,8.0,Russell Wilson scrambles right tackle for 5 yards (tackle by Jordan Poyer),-1.72,-1.83,10.0,2023,150
3.0,12:21,4.0,12.0,DEN 23,15.0,8.0,"Riley Dixon punts 63 yards, returned by Deonte Harty for 15 yards (tackle by Jonathon Cooper). Penalty on Dwayne Washington: Offensive Holding, 10 yards (accepted)",-1.83,-1.53,10.0,2023,150
3.0,12:09,1.0,10.0,BUF 39,15.0,8.0,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Zach Allen),1.53,0.99,10.0,2023,150
3.0,12:06,2.0,10.0,BUF 39,15.0,8.0,Josh Allen pass incomplete short left intended for Stefon Diggs,0.99,0.3,10.0,2023,150
3.0,12:02,3.0,10.0,BUF 39,15.0,8.0,Josh Allen pass complete short left to Dalton Kincaid for 9 yards (tackle by Patrick Surtain),0.3,-0.19,10.0,2023,150
3.0,11:30,4.0,1.0,BUF 48,15.0,8.0,Josh Allen pass incomplete deep right intended for Khalil Shakir,-0.19,-2.46,10.0,2023,150
3.0,11:22,1.0,10.0,BUF 47,15.0,8.0,Jaleel McLaughlin right end for 2 yards (tackle by Gregory Rousseau),2.46,2.18,10.0,2023,150
3.0,10:39,2.0,8.0,BUF 45,15.0,8.0,Russell Wilson pass complete short right to Courtland Sutton for 2 yards (tackle by Rasul Douglas),2.18,1.75,10.0,2023,150
3.0,10:03,,,,,,Timeout #1 by Denver Broncos,,,10.0,2023,150
3.0,10:03,3.0,6.0,BUF 43,15.0,8.0,"Russell Wilson pass complete short left to Courtland Sutton for -2 yards. Courtland Sutton fumbles (forced by Taron Johnson), recovered by Rasul Douglas at BUF-46 Replay Assistant challenged the loose ball recovery ruling, and the play was upheld.",1.75,-1.99,10.0,2023,150
3.0,9:51,1.0,10.0,BUF 46,15.0,8.0,James Cook left guard for 11 yards (tackle by Josey Jewell),1.99,2.72,10.0,2023,150
3.0,9:21,1.0,10.0,DEN 43,15.0,8.0,James Cook right guard for 3 yards (tackle by D.J. Jones and Alex Singleton),2.72,2.58,10.0,2023,150
3.0,8:50,2.0,7.0,DEN 40,15.0,8.0,Josh Allen pass complete deep left to Khalil Shakir for 24 yards,2.58,4.51,10.0,2023,150
3.0,8:15,1.0,10.0,DEN 16,15.0,8.0,James Cook right guard for 2 yards (tackle by Baron Browning and Josey Jewell),4.51,4.21,10.0,2023,150
3.0,7:48,2.0,8.0,DEN 14,15.0,8.0,Josh Allen up the middle for 6 yards (tackle by Justin Simmons and Josey Jewell),4.21,4.62,10.0,2023,150
3.0,7:10,3.0,2.0,DEN 8,15.0,8.0,Latavius Murray left guard for 5 yards (tackle by Ronnie Perkins),4.62,6.51,10.0,2023,150
3.0,6:45,1.0,3.0,DEN 3,15.0,14.0,"Latavius Murray left guard for 3 yards, touchdown",6.51,7.0,10.0,2023,150
3.0,6:42,,,DEN 15,15.0,15.0,Tyler Bass kicks extra point good,0.0,0.0,10.0,2023,150
3.0,6:42,,,BUF 35,15.0,15.0,"Tyler Bass kicks off 57 yards, returned by Marvin Mims for 31 yards (tackle by Tyler Bass)",0.0,1.53,10.0,2023,150
3.0,6:31,1.0,10.0,DEN 39,15.0,15.0,Russell Wilson pass complete short middle to Javonte Williams for 7 yards (tackle by Terrel Bernard and Tyrel Dodson),1.53,1.93,10.0,2023,150
3.0,5:50,2.0,3.0,DEN 46,15.0,15.0,Javonte Williams up the middle for 1 yard (tackle by Linval Joseph and Tim Settle),1.93,1.36,10.0,2023,150
3.0,5:09,3.0,2.0,DEN 47,15.0,15.0,Russell Wilson left end for 5 yards (tackle by Terrel Bernard),1.36,2.39,10.0,2023,150
3.0,4:33,1.0,10.0,BUF 48,15.0,15.0,Javonte Williams left tackle for 4 yards (tackle by Taron Johnson),2.39,2.39,10.0,2023,150
3.0,4:00,2.0,6.0,BUF 44,15.0,15.0,Russell Wilson sacked by Gregory Rousseau for -6 yards,2.39,0.89,10.0,2023,150
3.0,3:14,3.0,12.0,BUF 50,15.0,15.0,Russell Wilson sacked by A.J. Epenesa for -3 yards,0.89,-0.26,10.0,2023,150
3.0,2:37,4.0,15.0,DEN 47,15.0,15.0,"Riley Dixon punts 42 yards, fair catch by Deonte Harty at BUF-11",-0.26,0.37,10.0,2023,150
3.0,2:30,1.0,10.0,BUF 11,15.0,15.0,James Cook up the middle for 3 yards (tackle by Nik Bonitto and Alex Singleton),-0.37,-0.53,10.0,2023,150
3.0,2:02,2.0,7.0,BUF 14,15.0,15.0,Josh Allen pass complete deep left to Gabriel Davis for 38 yards (tackle by Delarrin Turner-Yell),-0.53,2.39,10.0,2023,150
3.0,1:23,1.0,10.0,DEN 48,15.0,15.0,"Josh Allen aborted snap, recovered by Alex Singleton at BUF-48 (tackle by Stefon Diggs)",2.39,-2.39,10.0,2023,150
3.0,1:13,1.0,10.0,BUF 48,15.0,15.0,Javonte Williams left end for 2 yards (tackle by Tyrel Dodson and Terrel Bernard),2.39,2.12,10.0,2023,150
3.0,0:35,2.0,8.0,BUF 46,15.0,15.0,Russell Wilson pass incomplete short right intended for Courtland Sutton,2.12,1.42,10.0,2023,150
3.0,0:29,3.0,8.0,BUF 46,15.0,15.0,Russell Wilson pass complete short right to Courtland Sutton for 2 yards (tackle by Taron Johnson),1.42,0.33,10.0,2023,150
4.0,15:00,4.0,6.0,BUF 44,15.0,15.0,"Riley Dixon punts 33 yards, fair catch by Deonte Harty at BUF-11",0.33,0.37,10.0,2023,150
4.0,14:52,1.0,10.0,BUF 11,15.0,15.0,Josh Allen pass complete short left to Dalton Kincaid for 7 yards (tackle by Ja'Quan McMillian),-0.37,0.0,10.0,2023,150
4.0,14:21,2.0,3.0,BUF 18,15.0,15.0,Latavius Murray right tackle for 6 yards (tackle by Ja'Quan McMillian),0.0,0.54,10.0,2023,150
4.0,13:58,1.0,10.0,BUF 24,15.0,15.0,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Alex Singleton and Patrick Surtain),0.54,1.27,10.0,2023,150
4.0,13:25,1.0,10.0,BUF 35,15.0,15.0,Josh Allen pass complete short middle to Latavius Murray for 2 yards (tackle by Alex Singleton),1.27,0.99,10.0,2023,150
4.0,12:53,2.0,8.0,BUF 37,15.0,15.0,Josh Allen pass incomplete short right,0.99,0.3,10.0,2023,150
4.0,12:41,3.0,8.0,BUF 37,15.0,15.0,Josh Allen pass incomplete short left intended for Gabriel Davis (defended by Fabian Moreau),0.3,-0.91,10.0,2023,150
4.0,12:35,4.0,8.0,BUF 37,15.0,15.0,"Sam Martin punts 44 yards, returned by Marvin Mims for 27 yards (tackle by Reid Ferguson)",-0.91,-1.99,10.0,2023,150
4.0,12:22,1.0,10.0,DEN 46,15.0,15.0,Jaleel McLaughlin left end for 5 yards (tackle by Rasul Douglas and Taylor Rapp),1.99,2.13,10.0,2023,150
4.0,11:47,2.0,5.0,BUF 49,15.0,15.0,"Penalty on Courtland Sutton: False Start, 5 yards (accepted) (no play)",2.13,1.45,10.0,2023,150
4.0,11:47,2.0,10.0,DEN 46,15.0,15.0,Russell Wilson pass incomplete short right intended for Marvin Mims,1.45,0.76,10.0,2023,150
4.0,11:42,3.0,10.0,DEN 46,15.0,15.0,Russell Wilson pass complete short middle to Jerry Jeudy for 19 yards (tackle by Taylor Rapp),0.76,3.25,10.0,2023,150
4.0,10:57,1.0,10.0,BUF 35,15.0,15.0,Javonte Williams right guard for 3 yards (tackle by Dane Jackson and Gregory Rousseau),3.25,3.11,10.0,2023,150
4.0,10:18,2.0,7.0,BUF 32,15.0,15.0,Jaleel McLaughlin right guard for no gain (tackle by Ed Oliver),3.11,2.41,10.0,2023,150
4.0,9:33,3.0,7.0,BUF 32,15.0,15.0,Russell Wilson pass complete short middle to Samaje Perine for 9 yards (tackle by Jordan Poyer and Terrel Bernard),2.41,4.04,10.0,2023,150
4.0,8:48,1.0,10.0,BUF 23,15.0,15.0,Javonte Williams right end for 3 yards (tackle by Jordan Poyer),4.04,3.9,10.0,2023,150
4.0,8:06,2.0,7.0,BUF 20,15.0,15.0,Russell Wilson pass complete short right to Javonte Williams for 3 yards (tackle by Tyrel Dodson),3.9,3.66,10.0,2023,150
4.0,7:23,3.0,4.0,BUF 17,15.0,15.0,Russell Wilson pass complete short right to Courtland Sutton for 4 yards (tackle by Rasul Douglas),3.66,4.71,10.0,2023,150
4.0,6:42,1.0,10.0,BUF 13,15.0,15.0,"Penalty on Garett Bolles: False Start, 5 yards (accepted) (no play)",4.71,4.29,10.0,2023,150
4.0,6:41,1.0,15.0,BUF 18,15.0,15.0,Javonte Williams right tackle for 11 yards (tackle by Taylor Rapp),4.29,5.15,10.0,2023,150
4.0,5:57,2.0,4.0,BUF 7,15.0,15.0,Javonte Williams up the middle for 4 yards (tackle by Dane Jackson and Leonard Floyd),5.15,6.51,10.0,2023,150
4.0,5:10,1.0,3.0,BUF 3,21.0,15.0,"Russell Wilson pass complete short right to Javonte Williams for 3 yards, touchdown",6.51,7.0,10.0,2023,150
4.0,5:06,,,BUF 15,21.0,15.0,"Two Point Attempt: Riley Dixon rushes, conversion fails.",1.0,-1.0,10.0,2023,150
4.0,5:06,,,DEN 35,21.0,15.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,150
4.0,5:06,1.0,10.0,BUF 25,21.0,15.0,James Cook up the middle for 7 yards (tackle by Alex Singleton and Baron Browning),0.61,1.01,10.0,2023,150
4.0,4:43,2.0,3.0,BUF 32,21.0,15.0,"James Cook up the middle for 42 yards. James Cook fumbles (forced by Justin Simmons), recovered by James Cook at BUF-41 (tackle by Ja'Quan McMillian)",1.01,3.84,10.0,2023,150
4.0,3:49,1.0,10.0,DEN 26,21.0,15.0,James Cook left tackle for 6 yards (tackle by Alex Singleton and Fabian Moreau),3.84,4.11,10.0,2023,150
4.0,3:20,2.0,4.0,DEN 20,21.0,15.0,James Cook left end for 13 yards (tackle by Fabian Moreau and Delarrin Turner-Yell),4.11,5.6,10.0,2023,150
4.0,2:37,1.0,7.0,DEN 7,21.0,15.0,James Cook left end for 1 yard (tackle by Josey Jewell and Justin Simmons),5.6,4.95,10.0,2023,150
4.0,2:00,2.0,6.0,DEN 6,21.0,21.0,"Josh Allen scrambles left tackle for 6 yards, touchdown",4.95,7.0,10.0,2023,150
4.0,1:55,,,DEN 15,21.0,22.0,Tyler Bass kicks extra point good,0.0,0.0,10.0,2023,150
4.0,1:55,,,BUF 35,21.0,22.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,150
4.0,1:55,1.0,10.0,DEN 25,21.0,22.0,Russell Wilson pass complete short middle to Samaje Perine for 18 yards (tackle by Cameron Lewis and Taylor Rapp),0.61,1.8,10.0,2023,150
4.0,1:39,,,,,,Timeout #1 by Buffalo Bills,,,10.0,2023,150
4.0,1:39,1.0,10.0,DEN 43,21.0,22.0,Russell Wilson pass incomplete short left intended for Courtland Sutton,1.8,1.25,10.0,2023,150
4.0,1:36,2.0,10.0,DEN 43,21.0,22.0,Russell Wilson scrambles up the middle for 4 yards (tackle by Dorian Williams),1.25,1.09,10.0,2023,150
4.0,1:12,3.0,6.0,DEN 47,21.0,22.0,Russell Wilson pass complete short right to Samaje Perine for 8 yards (tackle by Dorian Williams),1.09,2.59,10.0,2023,150
4.0,0:47,1.0,10.0,BUF 45,21.0,22.0,Russell Wilson pass complete short right to Adam Trautman for 6 yards (tackle by Damar Hamlin),2.59,2.85,10.0,2023,150
4.0,0:40,,,,,,Timeout #2 by Denver Broncos,,,10.0,2023,150
4.0,0:40,2.0,4.0,BUF 39,21.0,22.0,Russell Wilson sacked by and A.J. Epenesa for -6 yards and Taylor Rapp for -6 yards,2.85,1.36,10.0,2023,150
4.0,0:35,,,,,,Timeout #3 by Denver Broncos,,,10.0,2023,150
4.0,0:35,3.0,10.0,BUF 45,21.0,22.0,"Russell Wilson pass incomplete deep left intended for Jerry Jeudy. Penalty on Taron Johnson: Defensive Pass Interference, 28 yards (accepted) (no play)",1.36,4.44,10.0,2023,150
4.0,0:29,1.0,10.0,BUF 17,21.0,22.0,Russell Wilson kneels for -2 yards,4.44,3.6,10.0,2023,150
4.0,0:25,,,,,,Timeout #2 by Buffalo Bills,,,10.0,2023,150
4.0,0:25,2.0,12.0,BUF 19,21.0,22.0,Russell Wilson kneels for -1 yards,3.6,2.81,10.0,2023,150
4.0,0:24,,,,,,Timeout #3 by Buffalo Bills,,,10.0,2023,150
