Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Isaac Seumalo,G,65,100%,0,0%,5,17%,1,Steelers,10.0,2023,141
Dan Moore,T,65,100%,0,0%,5,17%,1,Steelers,10.0,2023,141
Broderick Jones,T,65,100%,0,0%,5,17%,1,Steelers,10.0,2023,141
Mason Cole,C,65,100%,0,0%,0,0%,1,Steelers,10.0,2023,141
James Daniels,G,65,100%,0,0%,0,0%,1,Steelers,10.0,2023,141
Kenny Pickett,QB,65,100%,0,0%,0,0%,1,Steelers,10.0,2023,141
George Pickens,WR,62,95%,0,0%,0,0%,1,Steelers,10.0,2023,141
Diontae Johnson,WR,53,82%,0,0%,0,0%,1,Steelers,10.0,2023,141
Allen Robinson,WR,50,77%,0,0%,0,0%,1,Steelers,10.0,2023,141
Connor Heyward,TE,34,52%,0,0%,12,41%,1,Steelers,10.0,2023,141
Darnell Washington,TE,33,51%,0,0%,10,34%,1,Steelers,10.0,2023,141
Jaylen Warren,RB,33,51%,0,0%,0,0%,1,Steelers,10.0,2023,141
Najee Harris,RB,33,51%,0,0%,0,0%,1,Steelers,10.0,2023,141
Calvin Austin III,WR,13,20%,0,0%,4,14%,1,Steelers,10.0,2023,141
Miles Boykin,WR,9,14%,0,0%,19,66%,1,Steelers,10.0,2023,141
Rodney Williams,TE,3,5%,0,0%,21,72%,1,Steelers,10.0,2023,141
Anthony McFarland Jr.,RB,1,2%,0,0%,5,17%,1,Steelers,10.0,2023,141
Chukwuma Okorafor,T,1,2%,0,0%,0,0%,1,Steelers,10.0,2023,141
Joey Porter Jr.,CB,0,0%,68,100%,11,38%,1,Steelers,10.0,2023,141
Damontae Kazee,SS,0,0%,68,100%,5,17%,1,Steelers,10.0,2023,141
Patrick Peterson,CB,0,0%,68,100%,5,17%,1,Steelers,10.0,2023,141
T.J. Watt,LB,0,0%,66,97%,3,10%,1,Steelers,10.0,2023,141
Elandon Roberts,LB,0,0%,65,96%,10,34%,1,Steelers,10.0,2023,141
Alex Highsmith,LB,0,0%,63,93%,5,17%,1,Steelers,10.0,2023,141
Keanu Neal,FS,0,0%,56,82%,5,17%,1,Steelers,10.0,2023,141
Keeanu Benton,DT,0,0%,45,66%,9,31%,1,Steelers,10.0,2023,141
Larry Ogunjobi,DT,0,0%,44,65%,3,10%,1,Steelers,10.0,2023,141
Mark Robinson,LB,0,0%,41,60%,24,83%,1,Steelers,10.0,2023,141
Cameron Heyward,DT,0,0%,40,59%,2,7%,1,Steelers,10.0,2023,141
Levi Wallace,CB,0,0%,27,40%,0,0%,1,Steelers,10.0,2023,141
Armon Watts,NT,0,0%,22,32%,2,7%,1,Steelers,10.0,2023,141
Elijah Riley,FS,0,0%,21,31%,19,66%,1,Steelers,10.0,2023,141
Chandon Sullivan,CB,0,0%,19,28%,14,48%,1,Steelers,10.0,2023,141
Kwon Alexander,LB,0,0%,9,13%,0,0%,1,Steelers,10.0,2023,141
Isaiahh Loudermilk,DE,0,0%,8,12%,9,31%,1,Steelers,10.0,2023,141
Trenton Thompson,SS,0,0%,7,10%,2,7%,1,Steelers,10.0,2023,141
Markus Golden,LB,0,0%,5,7%,0,0%,1,Steelers,10.0,2023,141
DeMarvin Leal,DE,0,0%,4,6%,0,0%,1,Steelers,10.0,2023,141
Nick Herbig,LB,0,0%,2,3%,21,72%,1,Steelers,10.0,2023,141
James Pierre,CB,0,0%,0,0%,19,66%,1,Steelers,10.0,2023,141
Miles Killebrew,SS,0,0%,0,0%,19,66%,1,Steelers,10.0,2023,141
Chris Boswell,K,0,0%,0,0%,11,38%,1,Steelers,10.0,2023,141
Pressley Harvin III,P,0,0%,0,0%,10,34%,1,Steelers,10.0,2023,141
Tariq Carpenter,SS,0,0%,0,0%,10,34%,1,Steelers,10.0,2023,141
Christian Kuntz,LS,0,0%,0,0%,10,34%,1,Steelers,10.0,2023,141
Nate Herbig,G,0,0%,0,0%,5,17%,1,Steelers,10.0,2023,141
