#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:16,NYG 1,3,2:12,4,Punt,0,Giants,10.0,2023,147
2,1,7:09,NYG 6,3,1:50,-4,Punt,0,Giants,10.0,2023,147
3,1,3:38,NYG 25,5,2:02,17,Punt,0,Giants,10.0,2023,147
4,2,15:00,DAL 12,4,1:37,8,Downs,0,Giants,10.0,2023,147
5,2,8:48,NYG 25,3,2:12,1,Punt,0,Giants,10.0,2023,147
6,2,3:48,NYG 25,3,1:01,2,Punt,0,Giants,10.0,2023,147
7,2,0:16,NYG 31,1,0:16,-1,End of Half,0,Giants,10.0,2023,147
8,3,15:00,NYG 25,3,1:57,-8,Punt,0,Giants,10.0,2023,147
9,3,11:36,NYG 9,7,3:29,91,Touchdown,0,Giants,10.0,2023,147
10,3,4:40,NYG 25,1,0:07,5,Interception,0,Giants,10.0,2023,147
11,3,1:29,NYG 25,4,1:46,10,Punt,0,Giants,10.0,2023,147
12,4,10:56,DAL 27,5,2:02,5,Field Goal,0,Giants,10.0,2023,147
13,4,2:14,NYG 25,14,2:08,75,Touchdown,0,Giants,10.0,2023,147
