Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Seahawks,3.0,15.28,12.23,3.54,0.0,-7.66,-11.41,3.22,2.87,-2.61,-5.51,3.66,0.96,-3.27,1.55,10.0,2023,148
Commanders,-3.0,7.66,11.41,-3.22,-2.87,-15.28,-12.23,-3.54,0.0,2.61,-3.66,5.51,3.27,-0.96,-1.55,10.0,2023,148
