Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Christian McCaffrey,SFO,10,6,47,0,2.0,-4,-0.7,51,8.5,0.0,0,,0,0.0,0,71.7,10.0,2023,142
Deebo Samuel,SFO,4,4,30,0,0.0,9,2.3,21,5.3,2.3,0,,0,0.0,0,97.9,10.0,2023,142
Brandon Aiyuk,SFO,3,3,55,1,3.0,51,17.0,4,1.3,17.0,0,,0,0.0,0,158.3,10.0,2023,142
George Kittle,SFO,4,3,116,1,3.0,63,21.0,53,17.7,18.8,0,,0,0.0,0,156.2,10.0,2023,142
Kyle Juszczyk,SFO,3,2,26,1,1.0,23,11.5,3,1.5,9.3,0,,0,0.0,0,133.3,10.0,2023,142
Ronnie Bell,SFO,1,1,20,0,1.0,20,20.0,0,0.0,20.0,0,,0,0.0,0,118.7,10.0,2023,142
Jauan Jennings,SFO,2,1,8,0,1.0,8,8.0,0,0.0,2.0,0,,0,0.0,0,60.4,10.0,2023,142
Christian Kirk,JAX,11,6,104,0,4.0,67,11.2,37,6.2,13.7,0,,0,0.0,1,49.1,10.0,2023,142
Evan Engram,JAX,7,4,12,0,,1,0.3,11,2.8,0.3,0,,1,14.3,0,62.2,10.0,2023,142
Travis Etienne,JAX,4,2,9,0,0.0,-6,-3.0,15,7.5,4.5,1,2.0,0,0.0,0,56.2,10.0,2023,142
D'Ernest Johnson,JAX,2,2,28,0,2.0,-7,-3.5,35,17.5,-3.5,0,,0,0.0,0,118.7,10.0,2023,142
Tim Jones,JAX,2,2,17,0,1.0,10,5.0,7,3.5,5.0,0,,0,0.0,0,102.1,10.0,2023,142
Calvin Ridley,JAX,3,2,20,0,,18,9.0,2,1.0,9.0,0,,0,0.0,0,85.4,10.0,2023,142
Tank Bigsby,JAX,1,0,0,0,,0,,0,,3.0,0,,0,0.0,1,0.0,10.0,2023,142
Brenton Strange,JAX,1,0,0,0,,0,,0,,18.0,0,,0,0.0,0,39.6,10.0,2023,142
