#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:26,SEA 25,9,4:43,49,Field Goal,1,Seahawks,10.0,2023,148
2,1,5:36,SEA 15,6,3:15,18,Punt,1,Seahawks,10.0,2023,148
3,2,12:06,SEA 25,10,2:54,51,Field Goal,1,Seahawks,10.0,2023,148
4,2,7:26,SEA 36,3,1:08,0,Punt,1,Seahawks,10.0,2023,148
5,2,4:49,SEA 31,10,3:02,54,Field Goal,1,Seahawks,10.0,2023,148
6,2,0:54,SEA 28,5,0:54,38,End of Half,1,Seahawks,10.0,2023,148
7,3,15:00,SEA 25,3,2:04,6,Punt,1,Seahawks,10.0,2023,148
8,3,10:32,SEA 25,2,0:49,75,Touchdown,1,Seahawks,10.0,2023,148
9,3,8:56,SEA 48,3,1:46,3,Punt,1,Seahawks,10.0,2023,148
10,3,2:01,SEA 19,11,4:47,55,Field Goal,1,Seahawks,10.0,2023,148
11,4,8:00,SEA 25,10,4:13,75,Touchdown,1,Seahawks,10.0,2023,148
12,4,0:52,SEA 25,7,0:52,50,Field Goal,1,Seahawks,10.0,2023,148
