Player,Pos,home_team,team,week,year,game_id
Trevor Lawrence,QB,1,Jaguars,10.0,2023,142
Travis Etienne,RB,1,Jaguars,10.0,2023,142
Calvin Ridley,WR,1,Jaguars,10.0,2023,142
Christian Kirk,WR,1,Jaguars,10.0,2023,142
Evan Engram,TE,1,Jaguars,10.0,2023,142
Luke Farrell,TE,1,Jaguars,10.0,2023,142
Cam Robinson,OL,1,Jaguars,10.0,2023,142
Walker Little,OL,1,Jaguars,10.0,2023,142
Luke Fortner,OL,1,Jaguars,10.0,2023,142
Brandon Scherff,OL,1,Jaguars,10.0,2023,142
Anton Harrison,T,1,Jaguars,10.0,2023,142
Adam Gotsis,DL,1,Jaguars,10.0,2023,142
Folorunso Fatukasi,DL,1,Jaguars,10.0,2023,142
Roy Robertson-Harris,DL,1,Jaguars,10.0,2023,142
Travon Walker,OLB,1,Jaguars,10.0,2023,142
Josh Hines-Allen,OLB,1,Jaguars,10.0,2023,142
Devin Lloyd,LB,1,Jaguars,10.0,2023,142
Foyesade Oluokun,LB,1,Jaguars,10.0,2023,142
Darious Williams,CB,1,Jaguars,10.0,2023,142
Tyson Campbell,CB,1,Jaguars,10.0,2023,142
Rayshawn Jenkins,S,1,Jaguars,10.0,2023,142
Andre Cisco,S,1,Jaguars,10.0,2023,142
